"701","SOS","SOS","706","00000000",""
"108","KZT","KZT","398","00000000",""
"507","HKD","HKD","","00000000",""
"519","DEM3","","","00000000",""
"500","GTQ","GTQ","","00000000",""
"701","SRD","SRD","968","00000000",""
"507","HNL","HNL","","00000000",""
"108","LAK","LAK","418","00000000",""
"519","DJF","DJF","","00000000",""
"500","GWP","GWP","","00000000",""
"507","HRD","HRD","","00000000",""
"701","SRG","SRG","740","00000000",""
"519","DKK","DKK","","00000000",""
"108","LBP","LBP","422","00000000",""
"500","GYD","GYD","","00000000",""
"507","HTG","HTG","","00000000",""
"701","STD","STD","678","00000000",""
"108","LKR","LKR","144","00000000",""
"519","DOP","DOP","","00000000",""
"500","HKD","HKD","","00000000",""
"701","SVC","SVC","222","00000000",""
"519","DZD","DZD","","00000000",""
"507","HUF","HUF","","00000000",""
"108","LRD","LRD","430","00000000",""
"500","HNL","HNL","","00000000",""
"701","SYP","SYP","760","00000000",""
"108","LSL","LSL","426","00000000",""
"500","HRD","HRD","","00000000",""
"519","ECS","ECS","","00000000",""
"507","IDR","IDR","","00000000",""
"701","SZL","SZL","748","00000000",""
"500","HTG","HTG","","00000000",""
"108","LTL","LTL","440","00000000",""
"519","EEK","EEK","","00000000",""
"507","IEP","IEP","","00000000",""
"701","THB","THB","764","00000000",""
"500","HUF","HUF","","00000000",""
"108","LUF","LUF","442","00000000",""
"519","EGP","EGP","","00000000",""
"500","IDR","IDR","","00000000",""
"507","ILS","ILS","","00000000",""
"108","LVL","LVL","428","00000000",""
"701","TJR","TJR","762","00000000",""
"519","ERN","ERN","","00000000",""
"500","IEP","IEP","","00000000",""
"507","INR","INR","","00000000",""
"108","LYD","LYD","434","00000000",""
"701","TJS","TJS","972","00000000",""
"500","ILS","ILS","","00000000",""
"519","ESP","ESP","141","00000000",""
"507","IQD","IQD","","00000000",""
"108","MAD","MAD","504","00000000",""
"500","INR","INR","","00000000",""
"519","ETB","ETB","","00000000",""
"507","IRR","IRR","","00000000",""
"701","TMM","TMM","795","00000000",""
"519","EUR","EUR","","00000000",""
"500","IQD","IQD","","00000000",""
"108","MDL","MDL","498","00000000",""
"507","ISK","ISK","","00000000",""
"701","TND","TND","788","00000000",""
"519","FIM","FIM","","00000000",""
"108","MGF","MGF","450","00000000",""
"500","IRR","IRR","","00000000",""
"507","ITL","ITL","071","00000000",""
"701","TOP","TOP","776","00000000",""
"519","FJD","FJD","","00000000",""
"108","MKD","MKD","807","00000000",""
"500","ISK","ISK","","00000000",""
"507","JMD","JMD","","00000000",""
"701","TPE","TPE","626","00000000",""
"108","MMK","MMK","104","00000000",""
"519","FKP","FKP","","00000000",""
"500","ITL","ITL","071","00000000",""
"507","JOD","JOD","","00000000",""
"701","TRL","TRL","792","00000000",""
"519","FRF","FRF","021","00000000",""
"108","MNT","MNT","496","00000000",""
"701","TRY","TRY","949","00000000",""
"519","GBP","GBP","031","00000000",""
"507","JPY","JPY","831","00000000",""
"500","JMD","JMD","","00000000",""
"108","MOP","MOP","446","00000000",""
"519","GEL","GEL","","00000000",""
"507","KES","KES","","00000000",""
"701","TTD","TTD","780","00000000",""
"108","MRO","MRO","478","00000000",""
"500","JOD","JOD","","00000000",""
"519","GHC","GHC","","00000000",""
"507","KHR","KHR","","00000000",""
"108","MTL","MTL","470","00000000",""
"500","JPY","JPY","831","00000000",""
"519","GIP","GIP","","00000000",""
"701","TWD","TWD","901","00000000",""
"507","KIS","KIS","","00000000",""
"108","MUR","MUR","480","00000000",""
"500","KES","KES","","00000000",""
"519","GMD","GMD","","00000000",""
"701","TZS","TZS","834","00000000",""
"108","MVR","MVR","462","00000000",""
"507","KMF","KMF","","00000000",""
"500","KHR","KHR","","00000000",""
"701","UAH","UAH","980","00000000",""
"519","GNF","GNF","","00000000",""
"108","MWK","MWK","454","00000000",""
"500","KIS","KIS","","00000000",""
"519","GRD","GRD","","00000000",""
"507","KPW","KPW","","00000000",""
"701","UGX","UGX","800","00000000",""
"108","MXN","MXN","484","00000000",""
"500","KMF","KMF","","00000000",""
"519","GTQ","GTQ","","00000000",""
"108","MYR","MYR","458","00000000",""
"507","KRW","KRW","","00000000",""
"701","USD","USD","840","00000000","X"
"519","GWP","GWP","","00000000",""
"500","KPW","KPW","","00000000",""
"108","MZM","MZM","508","00000000",""
"507","KWD","KWD","","00000000",""
"519","GYD","GYD","","00000000",""
"500","KRW","KRW","","00000000",""
"108","NAD","NAD","516","00000000",""
"701","USDN","USD","840","00000000",""
"519","HKD","HKD","","00000000",""
"500","KWD","KWD","","00000000",""
"507","KYD","KYD","","00000000",""
"108","NGN","NGN","566","00000000",""
"701","UYU","UYU","858","00000000",""
"519","HNL","HNL","","00000000",""
"500","KYD","KYD","","00000000",""
"507","KZT","KZT","","00000000",""
"519","HRK","HRK","","00000000",""
"500","KZT","KZT","","00000000",""
"701","UZS","UZS","860","00000000",""
"108","NIO","NIO","558","00000000",""
"507","LAK","LAK","","00000000",""
"519","HTG","HTG","","00000000",""
"108","NLG","NLG","528","00000000",""
"500","LAK","LAK","","00000000",""
"701","VEB","VEB","862","00000000",""
"519","HUF","HUF","","00000000",""
"507","LBP","LBP","","00000000",""
"108","NOK","NOK","578","00000000",""
"701","VND","VND","704","00000000",""
"500","LBP","LBP","","00000000",""
"519","IDR","IDR","","00000000",""
"108","NPR","NPR","524","00000000",""
"507","LKR","LKR","","00000000",""
"701","VUV","VUV","548","00000000",""
"519","IEP","IEP","","00000000",""
"500","LKR","LKR","","00000000",""
"108","NZD","NZD","554","00000000",""
"507","LRD","LRD","","00000000",""
"519","ILS","ILS","","00000000",""
"701","WST","WST","882","00000000",""
"108","OMR","OMR","512","00000000",""
"500","LRD","LRD","","00000000",""
"519","INR","INR","","00000000",""
"507","LSL","LSL","","00000000",""
"701","XAF","XAF","950","00000000",""
"108","PAB","PAB","590","00000000",""
"519","IQD","IQD","","00000000",""
"500","LSL","LSL","","00000000",""
"701","XCD","XCD","951","00000000",""
"507","LTL","LTL","","00000000",""
"108","PEN","PEN","604","00000000",""
"519","IRR","IRR","","00000000",""
"500","LTL","LTL","","00000000",""
"701","XDS","","","00000000",""
"108","PGK","PGK","598","00000000",""
"519","ISK","ISK","","00000000",""
"507","LUF","LUF","","00000000",""
"701","XEU","XEU","954","00000000",""
"500","LUF","LUF","","00000000",""
"519","ITL","ITL","071","00000000",""
"108","PHP","PHP","608","00000000",""
"507","LVL","LVL","","00000000",""
"701","XOF","XOF","952","00000000",""
"519","JMD","JMD","","00000000",""
"500","LVL","LVL","","00000000",""
"108","PKR","PKR","586","00000000",""
"519","JOD","JOD","","00000000",""
"701","XPF","XPF","953","00000000","X"
"500","LYD","LYD","","00000000",""
"507","LYD","LYD","","00000000",""
"108","PLN","PLN","985","00000000",""
"701","YER","YER","886","00000000",""
"500","MAD","MAD","","00000000",""
"519","JPY","JPY","831","00000000",""
"108","PTE","PTE","620","00000000",""
"507","MAD","MAD","","00000000",""
"701","YUM","YUM","891","00000000",""
"500","MDL","MDL","","00000000",""
"519","KES","KES","","00000000",""
"108","PYG","PYG","600","00000000",""
"507","MDL","MDL","","00000000",""
"500","MGF","MGF","","00000000",""
"519","KGS","KGS","","00000000",""
"701","ZAR","ZAR","710","00000000",""
"108","QAR","QAR","634","00000000",""
"507","MGF","MGF","","00000000",""
"500","MNT","MNT","","00000000",""
"701","ZMK","ZMK","894","00000000",""
"519","KHR","KHR","","00000000",""
"108","RMB","CNY","156","00000000",""
"507","MNT","MNT","","00000000",""
"500","MOP","MOP","","00000000",""
"519","KMF","KMF","","00000000",""
"701","ZRN","ZRN","180","00000000",""
"108","ROL","ROL","642","00000000",""
"500","MRO","MRO","","00000000",""
"507","MOP","MOP","","00000000",""
"519","KPW","KPW","","00000000",""
"701","ZWD","ZWD","716","00000000",""
"108","RUB","RUB","643","00000000",""
"500","MTL","MTL","","00000000",""
"519","KRW","KRW","","00000000",""
"507","MRO","MRO","","00000000",""
"108","RWF","RWF","646","00000000",""
"800","ADP","ADP","020","00000000",""
"500","MUR","MUR","","00000000",""
"519","KWD","KWD","","00000000",""
"108","SAR","SAR","682","00000000",""
"507","MTL","MTL","","00000000",""
"800","AED","AED","784","00000000",""
"519","KYD","KYD","","00000000",""
"500","MVR","MVR","","00000000",""
"507","MUR","MUR","","00000000",""
"800","AFA","AFA","004","00000000",""
"108","SBD","SBD","090","00000000",""
"519","KZT","KZT","","00000000",""
"500","MWK","MWK","","00000000",""
"108","SCR","SCR","690","00000000",""
"519","LAK","LAK","","00000000",""
"507","MVR","MVR","","00000000",""
"800","AFN","AFN","971","00000000",""
"500","MXN","MXN","","00000000",""
"108","SDP","SDP","736","00000000",""
"519","LBP","LBP","","00000000",""
"507","MWK","MWK","","00000000",""
"800","ALL","ALL","008","00000000",""
"500","MXP","MXP","","19931231",""
"108","SEK","SEK","752","00000000",""
"519","LKR","LKR","","00000000",""
"507","MXN","MXN","","00000000",""
"108","SGD","SGD","702","00000000",""
"500","MYR","MYR","","00000000",""
"800","AMD","AMD","051","00000000",""
"519","LRD","LRD","","00000000",""
"507","MXP","MXP","","19931231",""
"108","SHP","SHP","654","00000000",""
"500","MZM","MZM","","00000000",""
"519","LSL","LSL","","00000000",""
"800","ANG","ANG","532","00000000",""
"108","SIT","SIT","705","00000000",""
"507","MYR","MYR","","00000000",""
"500","NGN","NGN","","00000000",""
"519","LTL","LTL","","00000000",""
"800","AOA","AOA","973","00000000",""
"507","MZM","MZM","","00000000",""
"108","SKK","SKK","703","00000000",""
"500","NIC","NIC","","00000000",""
"519","LUF","LUF","","00000000",""
"108","SLL","SLL","694","00000000",""
"800","AOK","AOK","","00000000",""
"507","NGN","NGN","","00000000",""
"519","LVL","LVL","","00000000",""
"500","NLG","NLG","041","00000000",""
"108","SOS","SOS","706","00000000",""
"507","NIC","NIC","","00000000",""
"800","AON","AON","024","00000000",""
"500","NOK","NOK","","00000000",""
"519","LYD","LYD","","00000000",""
"108","SRG","SRG","740","00000000",""
"507","NLG","NLG","041","00000000",""
"500","NPR","NPR","","00000000",""
"519","MAD","MAD","","00000000",""
"800","AOR","AOR","982","00000000",""
"108","STD","STD","678","00000000",""
"507","NOK","NOK","","00000000",""
"519","MDL","MDL","","00000000",""
"500","NZD","NZD","","00000000",""
"800","ARA","ARA","","00000000",""
"108","SVC","SVC","222","00000000",""
"507","NPR","NPR","","00000000",""
"519","MGF","MGF","","00000000",""
"108","SYP","SYP","760","00000000",""
"800","ARS","ARS","032","00000000",""
"507","NZD","NZD","","00000000",""
"500","OMR","OMR","","00000000",""
"519","MMK","MMK","","00000000",""
"108","SZL","SZL","748","00000000",""
"507","OMR","OMR","","00000000",""
"519","MNT","MNT","","00000000",""
"108","THB","THB","764","00000000",""
"800","ATS","ATS","040","00000000",""
"500","PAB","PAB","","00000000",""
"519","MOP","MOP","","00000000",""
"108","TJR","TJR","762","00000000",""
"500","PEI","PEI","","00000000",""
"800","AUD","AUD","036","00000000","X"
"507","PAB","PAB","","00000000",""
"519","MRO","MRO","","00000000",""
"108","TMM","TMM","795","00000000",""
"500","PGK","PGK","","00000000",""
"519","MTL","MTL","","00000000",""
"800","AUD4","AUD","","00000000",""
"108","TND","TND","788","00000000",""
"507","PEI","PEI","","00000000",""
"519","MUR","MUR","","00000000",""
"800","AUD5","AUD","","00000000",""
"108","TOP","TOP","776","00000000",""
"500","PHP","PHP","","00000000",""
"507","PGK","PGK","","00000000",""
"519","MVR","MVR","","00000000",""
"800","AWG","AWG","533","00000000",""
"108","TPE","TPE","626","00000000",""
"500","PKR","PKR","","00000000",""
"507","PHP","PHP","","00000000",""
"519","MWK","MWK","","00000000",""
"800","AZM","AZM","031","00000000",""
"500","PLZ","PLZ","","00000000",""
"108","TRL","TRL","792","00000000",""
"519","MXN","MXN","484","00000000",""
"108","TTD","TTD","780","00000000",""
"500","PTE","PTE","","00000000",""
"507","PKR","PKR","","00000000",""
"800","BAD","BAD","","00000000",""
"519","MXV","MXV","979","00000000",""
"108","TWD","TWD","901","00000000",""
"500","PYG","PYG","","00000000",""
"519","MYR","MYR","","00000000",""
"800","BAM","BAM","977","00000000",""
"507","PLZ","PLZ","","00000000",""
"108","TZS","TZS","834","00000000",""
"500","QAR","QAR","","00000000",""
"519","MZM","MZM","","00000000",""
"800","BBD","BBD","052","00000000",""
"108","UAH","UAH","980","00000000",""
"507","PTE","PTE","","00000000",""
"500","RMB","CNY","061","00000000",""
"519","NAD","NAD","","00000000",""
"800","BDT","BDT","050","00000000",""
"108","UGX","UGX","800","00000000",""
"507","PYG","PYG","","00000000",""
"519","NGN","NGN","","00000000",""
"500","ROL","ROL","","00000000",""
"800","BEF","BEF","056","00000000",""
"108","USD","USD","840","00000000","X"
"507","QAR","QAR","","00000000",""
"519","NIO","NIO","","00000000",""
"500","RUB","RUR","RUR","00000000",""
"800","BGL","BGL","","00000000",""
"108","USDN","USD","840","00000000",""
"519","NLG","NLG","041","00000000",""
"507","RMB","CNY","061","00000000",""
"500","RUR","RUR","RUR","00000000",""
"108","UYU","UYU","858","00000000",""
"519","NOK","NOK","","00000000",""
"800","BGN","BGN","975","00000000",""
"500","RWF","RWF","","00000000",""
"507","ROL","ROL","","00000000",""
"108","UZS","UZS","860","00000000",""
"519","NPR","NPR","","00000000",""
"500","SAR","SAR","","00000000",""
"507","RUB","RUR","RUR","00000000",""
"800","BHD","BHD","048","00000000",""
"108","VEB","VEB","862","00000000",""
"519","NZD","NZD","","00000000",""
"500","SBD","SBD","","00000000",""
"507","RUR","RUR","RUR","00000000",""
"108","VND","VND","704","00000000",""
"519","OMR","OMR","","00000000",""
"800","BIF","BIF","108","00000000",""
"500","SCR","SCR","","00000000",""
"507","RWF","RWF","","00000000",""
"108","VUV","VUV","548","00000000",""
"519","PAB","PAB","","00000000",""
"800","BMD","BMD","060","00000000",""
"500","SDP","SDP","","00000000",""
"507","SAR","SAR","","00000000",""
"108","WST","WST","882","00000000",""
"519","PEN","PEN","","00000000",""
"800","BND","BND","096","00000000",""
"500","SEK","SEK","081","00000000",""
"507","SBD","SBD","","00000000",""
"519","PGK","PGK","","00000000",""
"800","BOB","BOB","068","00000000",""
"108","XAF","XAF","950","00000000",""
"500","SGD","SGD","","00000000",""
"519","PHP","PHP","","00000000",""
"507","SCR","SCR","","00000000",""
"800","BRC","BRC","","00000000",""
"500","SHP","SHP","","00000000",""
"108","XCD","XCD","951","00000000",""
"519","PKR","PKR","","00000000",""
"507","SDP","SDP","","00000000",""
"800","BRL","BRL","986","00000000",""
"500","SIT","SIT","","00000000",""
"519","PLN","PLN","","00000000",""
"108","XDS","","","00000000",""
"800","BSD","BSD","044","00000000",""
"507","SEK","SEK","081","00000000",""
"519","PTE","PTE","","20011231",""
"108","XEU","XEU","954","00000000",""
"500","SKK","SKK","","00000000",""
"800","BTN","BTN","064","00000000",""
"519","PYG","PYG","","00000000",""
"108","XOF","XOF","952","00000000",""
"507","SGD","SGD","","00000000",""
"500","SLL","SLL","","00000000",""
"519","QAR","QAR","","00000000",""
"800","BWP","BWP","072","00000000",""
"507","SHP","SHP","","00000000",""
"500","SOS","SOS","","00000000",""
"108","XPF","XPF","953","00000000","X"
"519","RMB","","","00000000",""
"800","BYB","BYB","112","00000000",""
"500","SRG","SRG","","00000000",""
"507","SIT","SIT","","00000000",""
"108","YER","YER","886","00000000",""
"519","ROL","ROL","","00000000",""
"800","BYR","BYR","974","00000000",""
"500","STD","STD","","00000000",""
"507","SKK","SKK","","00000000",""
"519","RUB","RUB","RUB","00000000",""
"108","YUM","YUM","891","00000000",""
"500","SUR","SUR","","00000000",""
"507","SLL","SLL","","00000000",""
"519","RWF","RWF","","00000000",""
"800","BZD","BZD","084","00000000",""
"108","ZAR","ZAR","710","00000000",""
"519","SAR","SAR","","00000000",""
"108","ZMK","ZMK","894","00000000",""
"507","SOS","SOS","","00000000",""
"500","SVC","SVC","","00000000",""
"800","CAD","CAD","124","00000000",""
"519","SBD","SBD","","00000000",""
"108","ZRN","ZRN","180","00000000",""
"507","SRG","SRG","","00000000",""
"500","SYP","SYP","","00000000",""
"800","CDF","CDF","976","00000000",""
"108","ZWD","ZWD","716","00000000",""
"519","SCR","SCR","","00000000",""
"507","STD","STD","","00000000",""
"500","SZL","SZL","","00000000",""
"109","ADP","ADP","020","00000000",""
"800","CFP","XPF","953","00000000",""
"519","SDP","SDP","","00000000",""
"500","THB","THB","","00000000",""
"507","SUR","SUR","","00000000",""
"109","AED","AED","784","00000000",""
"519","SEK","SEK","081","00000000",""
"800","CHF","CHF","756","00000000",""
"500","TJR","TJR","","00000000",""
"109","AFA","AFA","004","00000000",""
"507","SVC","SVC","","00000000",""
"519","SGD","SGD","","00000000",""
"800","CLP","CLP","152","00000000",""
"109","ALL","ALL","008","00000000",""
"500","TMM","TMM","","00000000",""
"519","SHP","SHP","","00000000",""
"800","CNY","CNY","156","00000000","X"
"507","SYP","SYP","","00000000",""
"109","AMD","AMD","051","00000000",""
"500","TND","TND","","00000000",""
"519","SIT","SIT","","00000000",""
"800","COP","COP","170","00000000",""
"507","SZL","SZL","","00000000",""
"109","ANG","ANG","532","00000000",""
"500","TOP","TOP","","00000000",""
"519","SKK","SKK","","00000000",""
"800","CRC","CRC","188","00000000",""
"109","AON","AON","024","00000000",""
"500","TPE","TPE","","00000000",""
"507","THB","THB","","00000000",""
"519","SLL","SLL","","00000000",""
"109","AOR","AOR","982","00000000",""
"800","CUP","CUP","192","00000000",""
"519","SOS","SOS","","00000000",""
"500","TRL","TRL","","00000000",""
"507","TJR","TJR","","00000000",""
"109","ARS","ARS","032","00000000",""
"519","SRG","SRG","","00000000",""
"800","CVE","CVE","132","00000000",""
"500","TTD","TTD","","00000000",""
"507","TMM","TMM","","00000000",""
"519","STD","STD","","00000000",""
"109","ATS","ATS","040","00000000",""
"507","TND","TND","","00000000",""
"500","TWD","TWD","","00000000",""
"800","CYP","CYP","196","00000000",""
"519","SVC","SVC","","00000000",""
"109","AUD","AUD","036","00000000",""
"507","TOP","TOP","","00000000",""
"519","SYP","SYP","","00000000",""
"500","TZS","TZS","","00000000",""
"800","CZK","CZK","203","00000000",""
"109","AWG","AWG","533","00000000",""
"519","SZL","SZL","","00000000",""
"507","TPE","TPE","","00000000",""
"500","UAK","UAK","","00000000",""
"800","DEM","DEM","280","00000000","X"
"109","AZM","AZM","031","00000000",""
"519","THB","THB","","00000000",""
"507","TRL","TRL","","00000000",""
"500","UGS","UGS","","00000000",""
"519","TJR","TJR","","00000000",""
"109","BAM","BAM","977","00000000",""
"500","USD","USD","011","00000000",""
"800","DEM3","DEM","280","00000000",""
"519","TMM","TMM","","00000000",""
"507","TTD","TTD","","00000000",""
"109","BBD","BBD","052","00000000",""
"500","UYP","UYP","","00000000",""
"519","TND","TND","","00000000",""
"507","TWD","TWD","","00000000",""
"800","DJF","DJF","262","00000000",""
"109","BDT","BDT","050","00000000",""
"500","VEB","VEB","","00000000",""
"519","TOP","TOP","","00000000",""
"507","TZS","TZS","","00000000",""
"109","BEF","BEF","056","00000000",""
"800","DKK","DKK","208","00000000",""
"500","VND","VND","","00000000",""
"519","TPE","TPE","","00000000",""
"109","BGN","BGN","975","00000000",""
"507","UAK","UAK","","00000000",""
"519","TRL","TRL","","00000000",""
"500","VUV","VUV","","00000000",""
"800","DOP","DOP","214","00000000",""
"109","BHD","BHD","048","00000000",""
"507","UGS","UGS","","00000000",""
"519","TTD","TTD","","00000000",""
"500","WST","WST","","00000000",""
"800","DZD","DZD","012","00000000",""
"109","BIF","BIF","108","00000000",""
"507","USD","USD","011","00000000",""
"519","TWD","TWD","","00000000",""
"500","XAF","XAF","","00000000",""
"109","BMD","BMD","060","00000000",""
"800","ECS","ECS","218","00000000",""
"507","UYP","UYP","","00000000",""
"519","TZS","TZS","","00000000",""
"500","XCD","XCD","","00000000",""
"109","BND","BND","096","00000000",""
"800","ECU","0","","00000000",""
"519","UAH","UAH","980","00000000",""
"507","VEB","VEB","","00000000",""
"500","XCU","XCU","","00000000",""
"109","BOB","BOB","068","00000000",""
"507","VND","VND","","00000000",""
"519","UGX","UGX","","00000000",""
"800","EEK","EEK","233","00000000",""
"500","XOF","XOF","","00000000",""
"109","BRL","BRL","986","00000000",""
"507","VUV","VUV","","00000000",""
"519","USD","USD","011","00000000",""
"500","YER","YER","","00000000",""
"109","BSD","BSD","044","00000000",""
"800","EGP","EGP","818","00000000",""
"507","WST","WST","","00000000",""
"500","ZAR","ZAR","","00000000",""
"519","USDN","USD","011","00000000",""
"109","BTN","BTN","064","00000000",""
"507","XAF","XAF","","00000000",""
"800","ERN","ERN","232","00000000",""
"519","UYU","UYU","","00000000",""
"109","BWP","BWP","072","00000000",""
"500","ZMK","ZMK","","00000000",""
"519","UZS","UZS","","00000000",""
"800","ESP","ESP","724","00000000",""
"109","BYB","BYB","112","00000000",""
"507","XCD","XCD","","00000000",""
"500","ZRZ","ZRZ","","00000000",""
"519","VEB","VEB","","00000000",""
"800","ETB","ETB","230","00000000",""
"109","BZD","BZD","084","00000000",""
"500","ZWD","ZWD","","00000000",""
"519","VND","VND","","00000000",""
"507","XCU","XCU","","00000000",""
"109","CAD","CAD","124","00000000",""
"800","EUR","EUR","978","00000000","X"
"502","ADP","ADP","","00000000",""
"519","VUV","VUV","","00000000",""
"507","XOF","XOF","","00000000",""
"109","CFP","XPF","953","00000000",""
"519","WST","WST","","00000000",""
"502","AED","AED","","00000000",""
"800","EUR3","EUR","","00000000",""
"507","YER","YER","","00000000",""
"109","CHF","CHF","756","00000000",""
"519","XAF","XAF","","00000000",""
"502","AFA","AFA","","00000000",""
"800","FIM","FIM","246","00000000",""
"109","CLP","CLP","152","00000000",""
"507","ZAR","ZAR","","00000000",""
"519","XCD","XCD","","00000000",""
"502","ALL","ALL","","00000000",""
"109","CNY","CNY","156","00000000","X"
"519","XDS","XDS","","00000000",""
"800","FJD","FJD","242","00000000",""
"507","ZMK","ZMK","","00000000",""
"502","AMD","AMD","","00000000",""
"109","COP","COP","170","00000000",""
"519","XEU","XEU","","00000000",""
"507","ZRZ","ZRZ","","00000000",""
"109","CRC","CRC","188","00000000",""
"800","FKP","FKP","238","00000000",""
"502","ANG","ANG","","00000000",""
"519","XOF","XOF","","00000000",""
"507","ZWD","ZWD","","00000000",""
"109","CUP","CUP","192","00000000",""
"519","XPF","XPF","","00000000",""
"502","AOK","AOK","","00000000",""
"800","FRF","FRF","250","00000000",""
"508","ADP","ADP","","00000000",""
"109","CVE","CVE","132","00000000",""
"519","YER","YER","","00000000",""
"502","ARA","ARA","","00000000",""
"800","GBP","GBP","826","00000000",""
"109","CYP","CYP","196","00000000",""
"502","ATS","ATS","","00000000",""
"508","AED","AED","","00000000",""
"519","YUM","YUM","YUM","00000000",""
"800","GEK","GEK","","00000000",""
"109","CZK","CZK","203","00000000",""
"508","AFA","AFA","","00000000",""
"519","ZAR","ZAR","","00000000",""
"800","GEL","GEL","981","00000000",""
"109","DEM","DEM","280","00000000","X"
"508","ALL","ALL","","00000000",""
"519","ZMK","ZMK","","00000000",""
"800","GHC","GHC","288","00000000",""
"109","DEM3","DEM","280","00000000",""
"508","AMD","AMD","","00000000",""
"502","AUD","AUD","","00000000",""
"519","ZRN","ZRN","","00000000",""
"800","GIP","GIP","292","00000000",""
"508","ANG","ANG","","00000000",""
"502","AWG","AWG","","00000000",""
"109","DJF","DJF","262","00000000",""
"519","ZWD","ZWD","","00000000",""
"800","GMD","GMD","270","00000000",""
"508","AOK","AOK","","00000000",""
"502","AZM","AZM","","00000000",""
"109","DKK","DKK","208","00000000",""
"522","ADP","ADP","020","00000000",""
"800","GNF","GNF","324","00000000",""
"502","BAD","BAD","","00000000",""
"508","ARA","ARA","","00000000",""
"522","AED","AED","784","00000000",""
"800","GRD","GRD","300","00000000",""
"109","DOP","DOP","214","00000000",""
"502","BBD","BBD","","00000000",""
"522","AFA","AFA","004","00000000",""
"508","ATS","ATS","","00000000",""
"800","GTQ","GTQ","320","00000000",""
"109","DZD","DZD","012","00000000",""
"502","BDT","BDT","","00000000",""
"508","AUD","AUD","","00000000",""
"522","AFN","AFN","971","00000000",""
"800","GWP","GWP","624","00000000",""
"109","ECS","ECS","218","00000000",""
"502","BEF","BEF","","00000000",""
"508","AWG","AWG","","00000000",""
"522","ALL","ALL","008","00000000",""
"800","GYD","GYD","328","00000000",""
"109","EEK","EEK","233","00000000",""
"502","BGL","BGL","","00000000",""
"508","AZM","AZM","","00000000",""
"522","AMD","AMD","051","00000000",""
"502","BHD","BHD","","00000000",""
"109","EGP","EGP","818","00000000",""
"800","HKD","HKD","344","00000000",""
"502","BIF","BIF","","00000000",""
"522","ANG","ANG","532","00000000",""
